Application mode,Course,Daytime/evening attendance,Admission grade,Tuition fees up to date,Scholarship holder,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
39,9991,0,148.0,1,1,0,5,4,0,10,4,10.83333333,Enrolled
17,9773,1,148.4,1,1,0,6,6,0,7,6,14.42857143,Graduate
39,9991,0,129.7,1,0,0,5,5,0,9,5,12.85714286,Graduate
39,9085,1,128.2,1,0,0,6,0,0,0,0,0.0,Dropout
51,8014,0,104.0,1,0,5,11,10,5,14,10,12.8,Enrolled
18,9147,1,119.9,0,0,0,5,0,0,0,0,0.0,Dropout
1,9500,1,141.0,1,1,0,7,7,0,8,8,15.2875,Graduate
17,9853,1,116.6,0,1,0,7,7,0,8,6,13.33333333,Enrolled
44,9085,1,140.0,1,0,2,6,5,1,15,2,13.5,Enrolled
39,9500,1,140.0,1,1,0,7,5,0,12,6,10.97857143,Dropout
43,9500,1,100.0,1,0,0,7,6,0,8,8,13.75,Enrolled
1,9238,1,121.0,1,0,0,6,3,0,12,3,10.33333333,Enrolled
1,9853,1,117.0,1,1,0,6,6,0,6,6,13.16666667,Graduate
53,9147,1,140.2,1,0,6,11,9,3,14,8,11.11111111,Graduate
1,9238,1,129.3,1,0,0,6,6,0,7,6,11.16666667,Graduate
1,9853,1,145.3,1,0,0,6,6,0,9,6,12.33333333,Graduate
39,9991,0,146.2,1,0,10,14,11,6,16,10,12.0,Graduate
17,9853,1,122.5,1,0,0,6,5,0,8,5,12.4,Enrolled
44,8014,0,156.1,1,1,3,6,6,2,6,6,14.16666667,Graduate
44,9085,1,140.0,1,0,0,6,4,0,19,1,11.0,Enrolled
39,9500,1,140.0,1,0,0,7,5,0,13,5,12.14,Enrolled
1,9773,1,128.4,0,0,0,6,5,0,8,5,11.4,Dropout
17,9085,1,115.0,0,0,0,5,2,0,8,2,12.33333333,Dropout
17,9085,1,158.7,1,0,0,6,6,0,7,6,14.0,Graduate
1,9500,1,124.5,1,1,0,8,7,0,11,7,12.86,Graduate
51,9238,1,111.9,1,0,5,11,11,5,14,11,12.0,Graduate
44,9085,1,150.0,1,1,3,6,6,2,10,3,12.0,Graduate
17,9670,1,114.2,1,0,0,6,5,0,9,4,13.71428571,Dropout
17,9147,1,96.0,1,0,0,5,3,0,9,0,0.0,Dropout
17,9070,1,128.9,1,1,0,6,5,0,8,4,11.2,Enrolled
17,9254,1,121.7,1,0,0,6,3,0,12,3,10.33333333,Enrolled
1,9773,1,114.8,1,0,0,6,4,0,11,3,11.0,Enrolled
1,9254,1,127.0,1,0,0,6,6,0,7,4,12.75,Enrolled
17,9500,1,131.3,1,0,0,8,7,0,8,7,14.73142857,Graduate
1,171,1,137.1,1,0,0,0,0,0,0,0,0.0,Graduate
7,9070,1,120.0,1,0,9,13,13,6,12,12,14.25,Graduate
39,9991,0,139.0,1,0,0,5,5,0,5,5,14.8,Graduate
17,9238,1,129.1,1,0,0,6,6,0,7,6,14.57142857,Graduate
39,9085,1,128.2,1,0,0,5,0,0,5,0,0.0,Dropout
1,9500,1,120.8,1,1,0,8,7,0,8,7,14.65428571,Graduate
39,9500,1,135.8,1,0,0,8,7,0,8,7,12.40142857,Graduate
1,9500,1,118.9,1,0,0,7,7,0,9,7,14.07142857,Graduate
7,9991,0,140.0,1,0,3,5,5,1,5,5,15.6,Graduate
1,9238,1,127.1,1,1,0,6,6,0,6,6,11.83333333,Graduate
1,9085,1,137.0,1,0,0,5,5,0,6,5,15.4,Graduate
1,9085,1,127.4,1,0,0,6,6,0,10,6,12.375,Graduate
1,9853,1,97.0,1,0,0,6,5,0,9,3,11.0,Dropout
1,9500,1,126.3,1,1,0,7,6,0,7,6,11.6,Graduate
1,9500,1,127.5,1,0,0,7,0,0,0,0,0.0,Dropout
1,9500,1,126.6,1,1,0,7,7,0,9,8,13.09444444,Graduate
42,9991,0,120.0,1,0,4,7,7,1,5,5,14.8,Graduate
44,9085,1,140.0,1,0,0,6,0,0,0,0,0.0,Dropout
1,9500,1,131.5,1,0,0,8,8,0,8,8,13.25375,Graduate
17,9556,1,112.2,1,0,0,7,7,0,8,8,14.1,Graduate
1,9500,1,150.5,1,0,0,7,6,0,7,6,13.91666667,Graduate
1,9670,1,121.0,1,0,0,6,6,0,9,6,13.57142857,Graduate
17,9147,1,112.2,1,0,0,5,3,0,12,2,10.66666667,Enrolled
1,9085,1,129.4,1,0,0,5,0,0,12,0,0.0,Dropout
17,9670,1,114.4,1,0,0,6,5,0,9,4,14.6,Graduate
1,9500,1,120.3,1,1,0,8,7,0,8,7,12.08285714,Graduate
39,8014,0,120.0,1,1,0,6,6,0,10,5,12.8,Graduate
17,9147,1,114.5,1,1,0,5,5,0,5,5,12.4,Graduate
1,9500,1,127.8,1,1,0,7,0,0,7,0,0.0,Dropout
1,9773,1,124.6,1,0,0,6,5,0,7,6,14.57142857,Graduate
1,9500,1,130.3,1,1,0,8,7,0,8,7,13.81428571,Graduate
17,9254,1,118.2,1,1,0,6,4,0,6,6,10.5,Enrolled
1,9670,1,118.8,1,1,0,6,6,0,8,6,13.66666667,Graduate
1,9670,1,133.0,1,0,0,6,0,0,0,0,0.0,Dropout
39,9500,1,129.0,1,0,0,7,6,0,7,6,11.3,Graduate
43,9556,1,100.0,1,0,0,2,0,0,4,1,16.0,Enrolled
43,9130,1,120.7,1,0,0,5,1,0,9,3,12.0,Enrolled
17,9500,1,132.5,1,0,0,8,7,0,9,7,12.3,Graduate
1,9500,1,120.3,1,1,0,8,7,0,8,7,12.69428571,Graduate
17,9670,1,114.6,1,0,0,5,4,0,5,4,11.0,Graduate
1,9238,1,116.5,1,1,0,6,6,0,6,6,14.16666667,Graduate
1,9500,1,127.8,1,1,0,7,7,0,8,8,16.05,Graduate
1,9500,1,129.9,1,0,0,7,7,0,8,8,14.0625,Dropout
1,9773,1,118.9,1,0,0,6,6,0,10,5,12.8,Graduate
1,9254,1,114.3,1,1,0,6,5,0,9,5,12.8,Enrolled
18,9500,1,114.8,1,0,0,8,7,0,8,7,14.40285714,Graduate
1,9500,1,123.0,1,1,0,8,7,0,8,7,13.38142857,Graduate
1,9500,1,122.1,1,0,0,7,7,0,8,8,13.98375,Graduate
17,9085,1,123.7,1,0,0,5,5,0,6,5,12.6,Graduate
1,9147,1,132.4,1,0,0,5,5,0,8,4,11.25,Enrolled
39,8014,0,114.8,1,0,0,6,6,1,15,2,11.0,Graduate
7,9003,1,130.0,1,0,0,6,0,0,6,0,0.0,Dropout
43,9853,1,122.3,1,0,0,6,5,0,8,5,12.0,Dropout
39,9003,1,152.4,1,0,4,12,12,5,18,11,14.09090909,Graduate
17,9773,1,120.1,1,1,0,6,6,0,8,6,13.33333333,Graduate
1,9130,1,155.1,1,0,0,5,5,0,5,5,14.6,Graduate
51,9070,1,124.5,1,1,5,11,11,5,11,11,13.45454545,Graduate
17,9238,1,126.9,1,0,0,6,5,0,11,4,10.5,Graduate
39,9147,1,153.2,1,0,0,5,5,0,6,5,12.2,Graduate
17,9238,1,129.8,1,0,0,6,5,0,11,4,10.4,Enrolled
43,8014,0,135.0,1,0,7,10,9,4,11,5,10.8,Dropout
1,9853,1,131.3,1,0,0,6,5,4,8,8,12.625,Enrolled
43,9238,1,125.2,1,1,15,16,16,11,15,13,13.26666667,Graduate
1,9500,1,141.3,1,1,0,8,8,0,9,8,13.31,Graduate
17,9238,1,117.1,1,1,0,6,5,0,9,5,12.2,Graduate
17,9500,1,126.5,1,1,0,8,7,0,8,7,13.48714286,Graduate
1,9254,1,120.1,1,1,0,6,6,0,7,6,11.83333333,Graduate
1,9670,1,128.4,1,0,0,6,6,0,9,5,12.83333333,Dropout
1,9500,1,140.0,1,0,0,7,6,0,7,6,13.96666667,Graduate
39,9254,1,110.0,0,0,0,5,0,0,10,0,0.0,Dropout
1,9670,1,116.8,1,0,0,5,4,0,5,5,12.8,Graduate
1,9556,1,104.5,1,0,0,2,2,0,0,0,0.0,Dropout
7,9500,1,140.0,1,0,0,7,0,0,0,0,0.0,Dropout
1,9500,1,113.2,1,0,0,7,6,0,11,7,13.225,Graduate
17,9238,1,118.6,1,1,0,6,5,0,7,5,11.8,Enrolled
1,9500,1,123.8,1,0,0,7,6,0,8,8,14.0375,Graduate
18,9500,1,126.7,1,1,0,8,7,0,8,7,14.31428571,Graduate
1,9500,1,133.8,1,0,0,7,0,0,0,0,0.0,Dropout
44,9085,1,140.0,1,0,2,6,6,1,12,2,13.0,Enrolled
1,9500,1,100.6,1,1,0,7,6,0,10,7,12.12857143,Graduate
17,9853,1,132.7,1,1,0,6,6,0,7,5,12.2,Graduate
43,9670,1,106.6,1,0,4,6,6,0,10,4,10.57142857,Dropout
39,9670,1,140.4,1,0,2,6,5,0,14,4,11.75,Dropout
17,9500,1,128.3,1,1,0,7,7,0,8,8,14.4775,Graduate
1,9500,1,118.6,1,1,0,7,6,0,8,7,13.54285714,Graduate
1,9070,1,123.4,1,0,1,6,6,0,8,6,11.875,Graduate
1,9670,1,124.0,1,0,0,6,6,0,6,6,13.33333333,Graduate
1,9500,1,121.3,1,0,0,7,6,0,7,6,12.6,Graduate
1,9085,1,101.0,1,0,0,6,5,0,17,4,11.4,Enrolled
1,9853,1,116.9,1,0,0,7,6,0,12,6,12.83333333,Enrolled
7,9130,1,130.0,0,0,1,5,2,0,5,1,11.0,Dropout
39,9556,1,120.0,1,0,0,7,1,0,0,0,0.0,Dropout
17,9254,1,130.4,1,0,0,6,5,0,10,5,12.2,Graduate
17,9070,1,118.7,1,0,0,6,5,0,6,6,12.66666667,Graduate
17,9500,1,131.5,1,0,0,8,8,0,8,8,12.77125,Graduate
17,9085,1,120.4,1,0,0,5,3,0,8,5,12.6,Enrolled
17,9254,1,129.1,1,0,0,6,6,0,7,5,14.6,Graduate
1,9070,1,132.0,0,0,1,6,5,0,11,4,10.83333333,Enrolled
7,9085,1,130.0,0,0,0,5,1,0,10,0,0.0,Dropout
1,9500,1,132.8,1,1,0,8,7,0,12,7,11.72142857,Graduate
39,9500,1,143.7,1,0,0,7,4,0,14,3,12.525,Enrolled
39,33,1,152.8,1,0,0,7,7,0,12,5,13.8,Enrolled
1,9773,1,133.5,1,0,0,6,6,0,6,6,13.66666667,Graduate
1,9130,1,146.2,1,0,0,5,4,0,6,5,14.0,Dropout
1,9147,1,115.2,1,0,0,5,0,0,5,0,0.0,Dropout
1,9070,1,120.7,1,0,0,6,4,0,9,0,0.0,Enrolled
39,8014,0,101.8,0,0,0,5,0,0,10,0,0.0,Dropout
39,9670,1,100.0,1,0,0,5,4,0,7,4,11.75,Graduate
39,9991,0,121.9,0,0,0,4,0,0,0,0,0.0,Dropout
18,8014,0,120.4,0,0,0,5,0,0,4,0,0.0,Dropout
18,9238,1,120.4,0,0,0,6,0,0,0,0,0.0,Dropout
39,9003,1,148.8,1,0,0,6,6,0,15,5,12.4,Graduate
17,9853,1,123.0,1,0,0,6,5,0,9,3,11.66666667,Dropout
39,8014,0,100.0,1,0,0,6,1,0,11,1,11.0,Dropout
17,9853,1,112.1,1,0,0,6,4,0,10,5,10.2,Dropout
1,9500,1,126.8,1,1,0,8,7,0,8,7,12.61,Graduate
17,9130,1,115.9,1,0,0,5,2,0,6,5,12.6,Graduate
15,9238,1,132.5,0,0,0,6,5,0,7,6,13.5,Graduate
18,9085,1,132.2,1,1,0,5,4,0,8,5,13.0,Graduate
1,9556,1,183.5,1,0,0,7,4,0,8,0,0.0,Dropout
43,9119,1,136.0,1,0,0,5,1,0,9,1,11.0,Dropout
39,9119,1,100.9,1,0,0,5,1,0,6,3,10.5,Enrolled
39,171,1,114.5,1,0,0,0,0,0,0,0,0.0,Graduate
39,9147,1,110.3,0,0,0,5,0,0,9,0,0.0,Dropout
1,9130,1,137.2,1,0,0,6,5,0,9,4,11.75,Dropout
17,9147,1,116.9,1,1,0,5,3,0,10,3,11.66666667,Enrolled
17,9670,1,121.8,1,0,0,6,0,0,0,0,0.0,Dropout
1,9500,1,127.3,1,0,0,8,7,0,8,7,11.69,Graduate
44,9070,1,120.0,0,0,0,6,0,0,12,0,0.0,Dropout
44,171,1,150.0,1,0,0,0,0,0,0,0,0.0,Graduate
43,9991,0,100.0,1,0,0,5,4,0,11,5,11.28571429,Graduate
39,9119,1,150.0,1,0,0,5,1,0,0,0,0.0,Dropout
17,9254,1,116.9,1,0,0,6,5,0,7,5,12.4,Graduate
44,9003,1,140.0,1,0,0,6,6,0,6,6,13.16666667,Graduate
18,9773,1,122.1,1,0,0,6,4,0,6,6,11.33333333,Dropout
39,9500,1,160.0,1,0,0,7,7,0,11,8,15.01818182,Graduate
1,9147,1,118.4,1,0,0,5,5,0,10,2,12.0,Enrolled
44,9003,1,150.0,1,1,0,6,6,0,10,6,12.625,Graduate
1,9500,1,144.9,1,1,0,7,7,0,9,8,15.18888889,Graduate
17,9119,1,121.1,1,1,0,5,5,0,8,5,12.6,Enrolled
1,9147,1,121.8,1,0,0,5,4,0,6,3,11.0,Enrolled
39,9119,1,146.8,1,0,2,5,5,1,5,2,13.5,Enrolled
1,9670,1,138.0,1,0,0,6,6,0,11,2,14.5,Enrolled
1,9500,1,138.0,1,0,0,8,6,0,11,6,13.49666667,Enrolled
17,9147,1,116.3,1,0,0,5,5,0,8,5,11.0,Graduate
1,9119,1,122.5,1,0,0,5,3,0,10,3,12.0,Dropout
39,9773,1,115.0,0,0,0,6,4,0,9,4,13.75,Dropout
43,9070,1,115.0,1,0,5,11,9,3,11,3,13.66666667,Dropout
17,9119,1,119.8,1,0,0,5,2,0,10,0,0.0,Dropout
17,9147,1,95.0,1,0,0,5,0,0,5,0,0.0,Dropout
44,9003,1,150.0,1,0,9,14,14,3,13,6,10.85714286,Dropout
17,9147,1,117.8,1,0,0,5,3,0,11,3,12.0,Enrolled
1,171,1,144.2,1,0,0,0,0,0,0,0,0.0,Graduate
44,9254,1,130.0,1,0,0,6,3,0,12,3,10.66666667,Enrolled
42,9500,1,128.2,1,0,0,8,8,0,8,8,12.5075,Graduate
53,9003,1,135.3,1,0,7,12,11,5,14,11,12.0,Graduate
1,9130,1,143.9,1,0,0,5,2,0,9,3,12.66666667,Enrolled
39,9991,0,140.7,1,0,0,5,1,0,8,2,11.33333333,Dropout
1,9130,1,130.4,1,0,0,6,6,0,9,5,13.2,Graduate
1,9070,1,123.2,1,0,0,6,6,0,8,6,13.625,Graduate
39,9670,1,118.0,1,0,0,6,6,0,7,6,14.71428571,Graduate
39,9003,1,120.0,1,0,0,3,0,0,5,0,0.0,Dropout
17,9119,1,118.9,1,0,0,5,3,0,10,3,11.33333333,Dropout
17,9085,1,117.2,1,0,0,5,5,0,5,5,14.2,Graduate
39,9003,1,120.0,1,0,0,6,5,0,13,5,11.5,Graduate
1,8014,0,118.1,1,0,0,6,6,0,9,6,12.0,Graduate
1,9147,1,124.8,1,0,0,5,0,0,5,1,12.0,Dropout
17,9119,1,106.5,1,0,0,5,3,0,11,3,10.8,Dropout
1,9147,1,116.8,1,0,0,5,3,0,8,5,10.83333333,Enrolled
43,171,1,109.3,1,0,0,0,0,0,0,0,0.0,Graduate
39,9085,1,120.0,0,0,0,5,0,0,8,0,0.0,Dropout
1,9500,1,137.5,1,0,0,8,7,0,8,7,13.82857143,Graduate
39,9991,0,150.0,1,1,0,5,5,0,6,5,10.2,Enrolled
1,9238,1,120.4,1,0,0,6,6,0,6,6,11.66666667,Graduate
1,9070,1,136.7,1,0,0,6,4,0,8,6,13.625,Graduate
39,8014,0,118.5,1,0,0,6,0,0,0,0,0.0,Dropout
17,9500,1,133.0,1,0,0,7,7,0,9,7,12.61428571,Graduate
17,9670,1,128.8,1,0,0,6,6,0,8,6,13.28571429,Enrolled
1,9147,1,133.0,1,0,0,5,4,0,9,4,12.8,Graduate
17,9254,1,102.0,1,0,0,6,5,0,8,5,11.6,Graduate
1,9147,1,133.9,1,1,0,5,5,0,5,5,15.2,Graduate
17,9085,1,127.0,1,0,0,5,3,0,7,5,13.2,Graduate
17,9773,1,120.4,1,1,0,6,6,0,7,6,12.28571429,Graduate
1,9254,1,124.5,1,0,0,6,6,0,14,3,12.0,Graduate
1,9556,1,123.9,1,0,0,7,7,0,8,8,13.825,Graduate
1,9670,1,117.8,1,0,0,6,6,0,11,6,14.55555556,Graduate
1,9500,1,126.7,1,0,0,7,4,0,11,5,11.7,Enrolled
44,9670,1,110.0,1,1,2,6,6,2,7,6,13.57142857,Graduate
17,9670,1,134.7,1,0,0,6,5,0,10,4,13.0,Enrolled
17,9003,1,113.2,1,0,0,6,6,0,8,5,14.0,Enrolled
39,9991,0,141.0,1,0,10,15,11,9,16,11,11.54545455,Dropout
17,9853,1,111.5,0,1,0,6,4,0,14,3,10.0,Dropout
39,9853,1,140.0,0,0,0,7,6,0,9,5,12.6,Dropout
17,9670,1,134.3,1,0,0,6,6,0,9,6,13.77777778,Graduate
17,9003,1,125.3,1,0,12,18,18,11,13,13,11.46153846,Graduate
7,9130,1,140.0,1,0,0,6,0,0,0,0,0.0,Dropout
17,9070,1,119.6,0,0,0,6,4,0,8,4,11.6,Dropout
7,9500,1,170.0,1,0,4,7,7,3,9,8,15.74444444,Graduate
39,8014,0,150.5,1,0,0,6,6,1,6,6,12.33333333,Graduate
1,9500,1,128.0,1,1,0,7,7,0,8,8,15.8125,Graduate
1,171,1,108.7,0,0,0,0,0,0,0,0,0.0,Dropout
17,9130,1,121.6,1,1,0,5,0,0,5,0,0.0,Dropout
1,9500,1,125.3,1,1,0,8,7,0,8,7,12.35571429,Graduate
17,9085,1,117.6,1,0,0,6,0,0,0,0,0.0,Dropout
43,9500,1,124.3,1,1,0,7,5,0,8,5,11.98,Enrolled
1,9853,1,106.1,1,1,0,7,7,0,8,7,12.57142857,Graduate
1,8014,0,139.9,1,0,0,6,5,0,6,6,14.16666667,Graduate
1,9070,1,110.8,1,0,0,6,6,0,10,6,11.16666667,Graduate
17,9147,1,118.0,1,0,0,5,4,0,7,5,13.2,Enrolled
1,9500,1,117.8,1,1,0,8,7,0,8,7,12.35714286,Graduate
1,9500,1,127.5,1,1,0,8,7,0,8,7,13.85714286,Graduate
17,9238,1,129.7,1,1,0,6,6,0,6,6,10.66666667,Graduate
17,9500,1,130.6,1,0,0,7,7,0,10,8,13.78888889,Graduate
17,9500,1,126.3,1,1,0,7,6,0,9,8,13.01875,Graduate
44,9085,1,140.0,1,0,0,6,5,0,19,4,11.75,Enrolled
1,9773,1,105.0,1,0,0,6,6,0,6,6,12.5,Graduate
17,9147,1,114.6,1,0,0,5,2,0,11,2,10.0,Dropout
17,9853,1,114.6,1,0,0,6,4,0,10,4,10.25,Dropout
17,9500,1,131.0,1,1,0,8,8,0,8,8,13.73125,Graduate
17,9070,1,109.0,1,1,0,6,6,0,8,3,12.66666667,Dropout
1,9853,1,132.0,1,0,0,6,5,0,9,5,10.8,Dropout
44,8014,0,130.0,1,0,5,9,9,3,10,6,11.33333333,Graduate
1,9500,1,109.5,1,0,0,7,7,0,9,8,13.81111111,Graduate
17,9773,1,115.9,1,0,0,6,6,0,6,6,14.16666667,Graduate
1,9773,1,131.6,1,0,0,6,5,0,10,5,12.0,Graduate
39,9500,1,120.0,1,1,0,8,7,0,8,7,12.04285714,Graduate
1,9853,1,109.7,1,0,0,6,5,0,10,4,13.0,Enrolled
1,9500,1,136.4,1,1,0,7,7,0,8,8,15.5,Graduate
39,9556,1,120.0,1,1,0,7,7,0,13,7,11.7,Graduate
1,9670,1,132.6,1,1,0,6,6,0,9,5,14.0,Graduate
17,9238,1,112.9,1,1,0,6,6,0,7,6,12.71428571,Graduate
1,9500,1,134.3,1,1,0,8,7,0,12,7,12.62857143,Graduate
39,9991,0,123.2,1,0,0,5,3,0,7,4,11.4,Enrolled
17,9238,1,117.2,1,0,0,6,5,0,13,5,11.6,Graduate
18,9773,1,129.8,1,1,0,6,6,0,6,6,11.83333333,Dropout
39,9670,1,158.0,0,0,0,6,4,0,6,0,0.0,Dropout
1,9147,1,116.5,1,0,0,5,3,0,15,2,11.0,Enrolled
1,9147,1,121.0,1,0,0,5,2,0,7,3,12.33333333,Enrolled
1,9500,1,133.8,1,0,0,8,8,0,8,8,14.26875,Enrolled
1,9773,1,115.0,0,0,0,6,0,0,0,0,0.0,Dropout
1,9147,1,131.8,1,1,0,5,2,0,11,3,13.33333333,Enrolled
1,9238,1,121.0,1,0,0,6,5,0,15,1,10.0,Enrolled
39,9991,0,152.4,1,0,0,5,5,0,6,5,14.83333333,Graduate
43,9556,1,110.2,1,0,0,7,7,1,10,8,13.2125,Graduate
1,9670,1,113.5,1,0,0,5,4,0,5,4,10.75,Graduate
17,9238,1,144.4,1,0,0,6,6,0,7,6,16.42857143,Graduate
53,9085,1,143.3,0,0,7,12,9,4,15,6,13.5,Enrolled
39,9500,1,100.0,1,0,0,8,7,0,11,7,12.61428571,Graduate
44,9238,1,126.3,1,1,3,6,5,2,6,6,11.5,Graduate
1,9773,1,115.9,1,0,0,6,4,0,10,4,11.0,Graduate
1,9238,1,114.9,1,1,0,6,5,0,9,3,10.0,Enrolled
1,9238,1,121.0,1,0,0,6,5,0,14,2,10.0,Enrolled
51,8014,0,112.3,1,0,14,16,13,13,13,11,11.45454545,Graduate
43,9070,1,127.0,1,0,0,6,5,0,9,5,12.4,Graduate
39,9003,1,120.0,1,0,0,6,0,0,6,0,0.0,Dropout
44,9003,1,180.0,1,0,0,6,6,0,8,6,15.5,Graduate
1,9500,1,117.4,1,0,0,7,5,0,9,6,11.70833333,Enrolled
17,9773,1,115.8,1,0,0,6,6,0,6,6,13.66666667,Graduate
1,9670,1,136.5,1,0,0,5,3,0,7,4,13.25,Graduate
17,9500,1,129.0,1,0,0,7,7,0,9,8,14.44444444,Graduate
1,9085,1,137.6,1,1,0,5,5,0,5,5,16.0,Graduate
17,9773,1,129.5,0,0,0,6,5,0,9,4,11.75,Dropout
51,9238,1,129.1,1,1,6,11,11,6,11,11,13.54545455,Graduate
17,9500,1,130.2,1,0,0,7,0,0,0,0,0.0,Dropout
42,9500,1,134.3,1,0,12,17,17,11,19,17,13.55473684,Graduate
1,9238,1,138.4,1,1,0,6,6,0,8,6,11.0,Graduate
42,8014,0,120.0,1,0,9,11,9,5,7,7,14.71428571,Dropout
1,9500,1,123.5,1,1,0,7,7,0,10,8,11.7375,Graduate
1,9070,1,116.1,1,0,0,6,6,0,7,5,13.2,Graduate
1,9254,1,110.8,1,0,0,6,6,0,6,6,13.5,Graduate
17,9853,1,142.8,1,0,0,6,2,0,15,2,11.0,Dropout
17,9070,1,155.5,1,0,0,6,6,0,6,6,15.0,Graduate
1,9853,1,126.7,1,0,0,6,5,0,6,4,12.0,Enrolled
39,9773,1,163.5,0,0,0,6,1,0,12,0,0.0,Dropout
1,171,1,161.9,1,1,0,0,0,0,0,0,0.0,Graduate
17,9254,1,123.3,1,0,0,6,6,0,6,6,10.66666667,Graduate
44,9238,1,137.5,1,1,3,6,6,2,6,6,14.0,Graduate
18,9085,1,166.6,0,1,2,5,5,0,6,5,14.0,Dropout
39,9238,1,103.5,0,0,0,6,0,0,0,0,0.0,Dropout
39,9003,1,110.0,1,0,6,12,7,3,19,9,11.22222222,Graduate
43,9991,0,128.2,1,0,6,10,9,4,12,10,12.8,Graduate
39,9085,1,137.7,0,0,3,3,3,2,2,2,11.0,Dropout
17,9500,1,128.8,1,0,0,7,7,0,9,8,12.48125,Graduate
39,9991,0,170.0,1,0,0,5,5,0,6,5,14.0,Graduate
39,9147,1,116.4,0,0,0,5,0,0,9,0,0.0,Dropout
39,9130,1,100.9,1,0,0,6,0,0,0,0,0.0,Dropout
43,9003,1,136.0,1,0,18,19,19,12,13,13,12.38461538,Graduate
1,9254,1,130.0,1,0,0,6,6,0,10,4,13.0,Enrolled
39,33,1,100.0,0,0,0,7,3,0,7,0,0.0,Dropout
39,9130,1,157.0,1,0,1,5,4,1,9,4,15.5,Graduate
1,9147,1,152.1,1,0,0,5,4,0,6,2,13.5,Dropout
1,8014,0,162.9,1,0,0,6,6,0,6,6,13.66666667,Graduate
1,9254,1,137.2,1,0,0,6,3,0,9,5,10.8,Enrolled
44,9003,1,140.0,1,0,0,6,5,0,11,6,11.71428571,Graduate
43,9119,1,146.5,1,0,0,5,3,0,11,1,17.0,Dropout
44,9085,1,130.0,0,0,2,6,5,1,21,3,12.0,Enrolled
39,9147,1,128.0,1,0,0,5,3,0,8,3,13.66666667,Dropout
7,9556,1,190.0,1,0,4,4,4,1,1,1,12.5,Dropout
39,9991,0,133.2,1,0,0,5,0,0,5,0,0.0,Dropout
39,9238,1,124.3,1,0,3,9,9,3,7,7,14.85714286,Graduate
39,9991,0,138.1,1,1,0,5,5,0,11,4,13.33333333,Dropout
39,8014,0,144.3,1,0,6,10,10,3,7,7,12.14285714,Graduate
39,9003,1,140.0,1,0,17,18,18,11,13,13,14.23076923,Graduate
39,9254,1,148.3,1,0,6,11,11,6,9,9,15.77777778,Graduate
39,8014,0,96.0,0,0,0,6,0,0,6,0,0.0,Dropout
39,9991,0,121.7,1,0,0,5,0,0,5,0,0.0,Dropout
39,9119,1,160.0,0,0,0,5,0,0,5,0,0.0,Dropout
39,9085,1,110.3,1,0,0,5,4,0,6,5,11.6,Graduate
1,9500,1,129.0,1,0,0,8,7,0,8,7,13.10571429,Graduate
39,9085,1,150.0,1,0,0,5,5,0,5,5,14.4,Graduate
43,8014,0,100.0,1,0,9,13,13,9,11,11,12.0,Graduate
39,9130,1,107.5,1,0,0,5,0,0,5,0,0.0,Dropout
39,9670,1,170.0,0,0,0,6,3,0,6,0,0.0,Dropout
42,9991,0,123.0,1,0,0,5,5,0,5,5,17.6,Enrolled
43,9670,1,138.5,1,0,0,6,5,0,7,5,12.4,Enrolled
43,33,1,140.0,1,0,3,10,6,1,11,3,12.0,Dropout
1,9254,1,113.6,1,0,0,6,6,0,9,6,12.0,Enrolled
1,171,1,170.0,1,0,0,0,0,0,0,0,0.0,Graduate
39,8014,0,115.5,0,0,0,6,1,0,0,0,0.0,Dropout
7,9130,1,130.0,0,0,0,5,0,0,9,0,0.0,Dropout
7,9500,1,140.0,1,0,4,7,7,6,8,8,16.575,Graduate
51,9670,1,126.6,1,0,2,6,6,1,8,7,14.375,Graduate
39,9991,0,143.2,1,0,0,5,0,0,5,0,0.0,Dropout
1,171,1,131.4,1,0,0,0,0,0,0,0,0.0,Graduate
43,9670,1,133.3,1,0,0,6,4,0,8,5,11.2,Enrolled
1,9773,1,118.3,0,1,0,6,5,0,15,3,12.0,Dropout
44,9003,1,140.0,1,0,0,6,5,0,11,5,11.66666667,Graduate
1,9254,1,124.7,1,0,0,6,6,0,8,5,11.6,Graduate
39,9147,1,140.0,1,0,0,5,3,0,7,4,12.75,Graduate
39,9130,1,150.0,1,0,0,6,0,0,6,0,0.0,Dropout
17,9670,1,115.6,1,0,0,6,6,0,8,5,12.0,Graduate
43,9773,1,116.9,1,0,6,11,7,5,10,6,12.33333333,Enrolled
17,9254,1,123.4,1,0,0,6,2,0,15,3,11.33333333,Dropout
1,171,1,146.5,1,0,6,12,11,4,15,10,11.18181818,Enrolled
51,9773,1,117.1,1,0,1,7,6,1,7,5,13.0,Dropout
1,9070,1,113.9,1,0,0,6,0,0,0,0,0.0,Dropout
1,9254,1,128.7,1,0,0,6,6,0,6,6,12.5,Graduate
17,9500,1,132.9,1,0,0,7,5,0,9,6,12.4,Dropout
39,9991,0,123.0,1,0,0,5,4,0,9,3,10.33333333,Dropout
39,9773,1,129.8,1,0,0,6,5,0,6,6,15.0,Graduate
43,9003,1,156.1,0,0,0,6,0,0,8,0,0.0,Dropout
